0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
-0.122759052,0.099526167,0.116740346,-0.080434993,-0.152923346,0.032168854,-0.035988953,-0.067475304,0.205372974,-0.14204073,0.195883855,-0.023612119,-0.298185557,0.011497751,0.052910868,0.203919679,-0.101605609,-0.109890826,-0.104916908,-0.00950806,0.047539167,0.018881796,0.065671213,0.033057574,-0.133565098,-0.401021421,-0.092439279,0.012565568,-0.11692749,-0.081259042,-0.033775389,0.112238549,-0.191547543,-0.042879872,0.01646978,0.141659513,-0.120311998,-0.103664085,0.139675945,0.043624856,-0.223888606,0.023194691,-0.020648994,0.227322325,0.215163052,-0.028741654,0.024611175,-0.121192895,0.127413571,-0.315668225,0.061017424,0.158491254,0.055898149,0.058532014,0.114695199,-0.113273725,0.043782242,0.152562648,-0.172372594,-0.019225501,0.063986763,-0.011622828,-0.031425126,-0.111054309,0.13404192,0.148646951,-0.139074236,-0.11175935,0.098325007,-0.034656331,0.002898811,0.111157179,-0.218396649,-0.297392637,-0.265337348,0.058117703,0.419390798,0.122575745,-0.208331779,-0.091297701,-0.065413773,0.015022403,0.048939675,0.055904705,-0.02704169,-0.068385385,-0.078808084,0.116454385,0.189023048,-0.066817045,-0.07382708,0.301310748,0.057240799,0.015433312,0.004836152,0.105905287,-0.038866267,0.004380263,-0.230356604,-0.032090183,0.038372736,-0.079317279,-0.074521586,0.09799654,-0.192846209,0.159446061,0.026742877,0.000392899,-0.013833059,-0.045215279,-0.204095513,-0.013274141,0.141229063,-0.263823658,0.122767709,0.214508235,-0.020092959,0.114592016,0.055319279,0.049081329,0.007348898,-0.071954027,-0.129535869,-0.038111836,0.127661347,0.081748016,-0.017051075,0.003081947,0
-0.134879529,0.04327938,0.061513551,-0.054784361,-0.116086811,-0.071369924,0.034694973,-0.077349618,0.131094679,-0.061324272,0.162170887,0.025788013,-0.273025662,-0.020897523,-0.058629643,0.099616326,-0.167024627,-0.116000302,-0.05098635,-0.055964008,0.080193378,0.042261787,0.037772864,0.110995039,-0.169076011,-0.353320122,-0.083388098,-0.002602171,-0.120509602,0.001811435,0.065083995,0.19303447,-0.180202156,0.004937252,0.0231358,0.07287778,-0.045222599,-0.005679853,0.225363284,0.074818164,-0.198436707,-0.015726615,0.071233094,0.29920882,0.225841627,-0.051638894,0.029843509,-0.035228513,0.154247865,-0.315797746,0.026667526,0.226427317,0.103203207,0.034196537,0.058235098,-0.050889909,-0.035370644,0.205783859,-0.222354069,0.064473093,0.024023503,-0.165964857,-0.004515266,-0.125165567,0.139476717,0.091231003,-0.176231131,-0.077055678,0.197667316,-0.153336212,-0.054887511,0.082813181,-0.128318429,-0.265987635,-0.260376424,0.129153222,0.422922075,0.199128196,-0.081453711,0.026751209,-0.10176716,-0.07645157,-0.037098113,0.106174946,-0.083227098,-0.005224928,-0.066271752,0.128694504,0.172923058,0.048763059,-0.034989618,0.341795206,0.036829684,0.04496498,0.027539721,0.052950844,-0.103951216,0.013664303,-0.185083985,0.045309749,-0.058654442,-0.115424678,0.065931097,0.081585631,-0.107774064,0.141926527,-0.048857041,-0.016817153,-0.062207174,-0.0267088,-0.13419041,-0.047311753,0.076510429,-0.249056816,0.12163569,0.090498537,0.05475872,0.166053444,0.045903347,0.040765278,0.020302398,-0.113812707,-0.092035323,-0.019655118,0.150303602,-0.023539409,0.076329276,0.008962133,0
-0.143317163,0.129446685,0.082319498,-0.050238997,-0.189249083,0.038200904,-0.025333215,-0.122519433,0.202929944,-0.132323027,0.21458365,0.014125071,-0.313312948,-0.077177078,0.008182522,0.161859199,-0.094503514,-0.159417912,-0.002820176,-0.02814352,0.039764706,0.000709977,0.080898672,0.077767842,-0.186056823,-0.36856547,-0.130896091,-0.026588887,-0.103807159,-0.105997533,0.020604167,0.112750836,-0.16870299,0.00642921,-0.000739142,0.137938142,-0.079458848,-0.049003933,0.18731454,0.070786364,-0.195530355,0.031332411,-0.024907298,0.295955747,0.159986809,-0.058739822,0.066477567,-0.110344917,0.142355442,-0.266111284,0.112163395,0.196233973,0.080624253,0.014865186,0.109266981,-0.060726643,-0.00361884,0.223751441,-0.202071249,0.060998879,0.094646975,-0.031523481,-0.044642523,-0.099515907,0.151520744,0.165656552,-0.128337905,-0.123272769,0.136523739,-0.078032278,-0.056887142,0.132660493,-0.184718907,-0.272201777,-0.234121054,0.137528554,0.425741017,0.155058712,-0.144284651,-0.043937467,-0.059245091,-0.016301937,-0.007362427,0.047653925,-0.079439387,-0.05409915,-0.084654614,0.133057505,0.20123139,-0.009600924,-0.031087045,0.319033861,0.057251845,0.012467714,0.022249933,0.057245865,-0.043095469,0.013097657,-0.176803693,-0.026129805,0.017313419,-0.139382139,-0.019620799,0.037547763,-0.216771081,0.150211632,0.00448429,-0.043022446,-0.050100461,-0.039004549,-0.206451744,0.037153654,0.16068989,-0.319405377,0.202137291,0.139003888,0.042472597,0.129338771,0.071688689,0.047964651,0.014938409,-0.142699346,-0.040669486,-0.052312531,0.151642025,-0.00514398,0.043881796,-0.002147571,0
-0.102031603,0.062268533,0.038455307,-0.077953428,-0.157337159,0.034777123,-0.052933298,-0.098520376,0.154570848,-0.062756225,0.250592202,0.013931047,-0.337979108,-0.084801123,-0.022196613,0.132588103,-0.195094913,-0.125654653,-0.01024205,-0.031555537,0.109775327,0.06526728,0.0358666,0.085694849,-0.19828704,-0.371646643,-0.107592732,-0.033658467,-0.097609065,-0.136833757,0.011156021,0.171375841,-0.187649205,-0.014870891,0.008441783,0.118367642,-0.015793577,-0.050921235,0.166611001,0.071531877,-0.162875548,0.027986409,-0.004571732,0.305597723,0.242897421,-0.030354206,0.028488759,-0.071110375,0.105890609,-0.334571093,0.124757707,0.183292374,0.134896293,0.067067966,-0.032878496,-0.10488566,-0.018866576,0.202726483,-0.233916178,0.029269822,0.128920421,-0.159696102,-0.007314662,-0.078254491,0.155671567,0.121589601,-0.15997918,-0.16815874,0.084848568,-0.124742739,-0.137302369,0.060978122,-0.18853116,-0.230245337,-0.356439769,0.149952993,0.398800373,0.179416358,-0.195932716,-0.031209826,-0.108115107,0.004490316,-0.005196414,0.044397511,-0.036602344,-0.078003362,-0.142308474,0.134574637,0.188943282,-0.00331776,-0.066584125,0.334479928,0.062269665,0.073516868,0.045991093,0.106270812,-0.043218188,0.037376121,-0.147305563,0.052748654,-0.044426553,-0.034552526,0.016099922,0.133676231,-0.141676635,0.246004969,-0.036713276,-0.036211781,-0.040318634,-0.116387621,-0.15889132,-0.009559508,0.140128002,-0.314672381,0.135037974,0.152257338,0.155825496,0.18908447,0.055831164,0.059268035,-0.011321483,-0.109123312,-0.190148145,-0.014873236,0.16667293,-0.003697077,0.059585817,0.040588811,0
-0.166613758,0.122335374,0.060741171,-0.035254262,-0.177247494,0.012999332,-0.014509255,-0.100247294,0.173048586,-0.062526025,0.200493291,-0.073277526,-0.328054428,-0.030164972,0.029709689,0.2137077,-0.113418549,-0.138886273,-0.080645405,0.011394736,0.050130486,0.01401907,0.07018546,0.142051086,-0.142532051,-0.447422832,-0.115396403,-0.037731547,-0.095076509,-0.121669531,-0.043485861,0.120963134,-0.181088626,-0.03524274,4.30942E-05,0.138035759,-0.097220592,-0.105945125,0.159157187,0.020047944,-0.225635037,0.032194249,0.013796702,0.251895249,0.211036623,-0.027264986,0.049869895,-0.064013302,0.113551065,-0.298960894,0.084965236,0.18679221,0.052823514,0.068641424,0.09959317,-0.094146982,-0.019113678,0.210101411,-0.192718267,0.033588819,0.062067248,-0.004824996,-0.00986653,-0.115085557,0.126744017,0.158165485,-0.127557382,-0.075390443,0.13891311,-0.099713251,-0.012431391,0.078356616,-0.199556246,-0.31534034,-0.249250129,0.121371306,0.387526721,0.159916237,-0.195600882,-0.070769705,-0.023226891,0.002351569,0.001577404,0.027807806,-0.043804392,-0.074703142,-0.125269473,0.11490801,0.194940954,-0.006371481,0.004780214,0.364213347,0.052737594,-0.009662786,0.052448247,0.134874016,-0.04131661,-0.01306433,-0.193737015,0.004408531,0.036440499,-0.119122908,-0.060213916,0.058706995,-0.162802547,0.146133408,0.010223841,0.011293476,-0.056001745,-0.013468005,-0.198044583,-0.011941593,0.160252675,-0.243540809,0.160802394,0.169862539,-0.015481378,0.123778105,0.021563947,0.081666559,-0.001536901,-0.126553908,-0.095400602,-0.055349004,0.183495134,0.037001029,-0.022571247,0.02912573,0
-0.109751761,0.029811271,-0.004274625,-0.089688234,-0.127587095,0.065989703,-0.031118322,-0.08197771,0.170922667,-0.149091482,0.165853828,0.006461445,-0.255927831,-0.092484996,0.091231294,0.153752804,-0.117256373,-0.190400526,-0.078183539,-0.069452956,0.006478269,0.037966341,0.06876865,0.107733116,-0.144668803,-0.4060601,-0.09931688,-0.02578056,-0.047498338,-0.082875863,-0.025219562,0.093991548,-0.200683996,0.006162923,0.043479685,0.141106322,-0.078571938,-0.03501837,0.157247499,0.078392088,-0.227377161,-0.020195365,0.018398497,0.255175382,0.154138759,0.042605489,-0.006568299,-0.045385472,0.13387157,-0.257174641,0.170894518,0.188149035,0.072687164,0.050010696,0.040503882,-0.092366561,0.01391193,0.212517202,-0.204417899,0.06566909,0.058693767,-0.098728985,-0.027084686,-0.076499939,0.148535863,0.157902241,-0.128991231,-0.141343877,0.130213067,-0.127771154,-0.066749096,0.077170916,-0.170651153,-0.254119754,-0.304823875,0.083030552,0.389794469,0.173409387,-0.118927039,-0.06121432,-0.017978767,-0.007681666,0.029619034,0.106054984,-0.092886761,-0.040804625,-0.065826625,0.090834826,0.187637582,0.048567355,-0.068826504,0.30455941,0.029034076,0.061174065,0.030456739,0.100702487,-0.026752852,-0.031353392,-0.170953929,-0.02019586,-0.04198654,-0.094423123,-0.018743638,0.099112235,-0.19070968,0.196579784,0.00993621,-0.007040959,-0.02323959,0.044730082,-0.146432728,-0.083967224,0.088367656,-0.269150496,0.129069403,0.229602575,0.132024273,0.162816554,0.05484204,0.062013812,0.018804099,-0.12504968,-0.171825573,-0.037744708,0.11736697,0.024459699,0.017624564,0.068630151,0
-0.118903704,0.066203058,0.0349539,-0.069396123,-0.112984486,0.011664097,-0.011475611,-0.121824861,0.188448772,-0.1031655,0.224217594,-0.046307147,-0.306385875,-0.085564174,0.033145323,0.127682269,-0.085694686,-0.146187529,-0.038084757,-0.001599386,0.051602282,-0.021281267,0.062318627,0.120495319,-0.182148159,-0.426115185,-0.156221896,-0.033331219,-0.149987146,-0.083413586,0.003584811,0.131898239,-0.167882174,-0.019508388,0.004826132,0.061287556,-0.112952411,-0.065050982,0.179559931,0.041017685,-0.188158125,0.043088078,0.015608836,0.267290145,0.13758871,-0.025110457,0.086346835,-0.078066751,0.096449003,-0.271116346,0.104570262,0.21969144,0.097641513,0.031031391,0.080756485,-0.062309295,-0.014269557,0.210409045,-0.202022716,0.097268589,0.078261949,-0.033034388,-0.067257248,-0.08709909,0.089727536,0.194809929,-0.142541483,-0.122260958,0.116854511,-0.119653307,-0.034776669,0.089899421,-0.205322981,-0.349980295,-0.230794713,0.116264887,0.355831891,0.16032207,-0.159000397,-0.059271403,-0.045316786,0.013814652,0.003554487,0.046216752,-0.068416357,-0.07959979,-0.08114659,0.126669675,0.190692246,0.010219667,-0.033147406,0.329245716,0.060442284,-0.006136754,0.020086106,0.086107075,-0.020330576,0.011216016,-0.161521852,0.065068655,-0.010721196,-0.10037595,-0.047212604,0.03976544,-0.190593883,0.18344143,0.00952092,-0.041255895,-0.050486371,-0.022325221,-0.173139378,-0.010931466,0.108088814,-0.286074013,0.134835929,0.169192865,0.085497819,0.143346786,0.014576414,0.034638051,0.032056548,-0.12176089,-0.120553531,-0.046454091,0.133286297,0.026729509,-0.019415349,-0.013659732,0
-0.094769627,0.080495149,0.072243519,-0.071753532,-0.105252236,0.049640078,-0.024044979,-0.136653617,0.207632855,-0.135586992,0.183947667,0.01711867,-0.297055721,-0.083852738,0.051359072,0.102860495,-0.10944324,-0.149919242,-0.023809135,-0.058148377,0.092564382,0.027243346,0.044997286,0.059199989,-0.168592632,-0.380943388,-0.118088752,-0.047925975,-0.08851108,-0.082343265,0.018524911,0.120167993,-0.163578317,-0.003999038,-0.002450138,0.101981752,-0.04293089,-0.073956735,0.144583911,0.07289423,-0.17150031,0.050159022,-0.054107539,0.24460718,0.140314549,-0.042454936,0.051369879,-0.142565861,0.167758778,-0.300337076,0.115546793,0.179051906,0.092497349,0.018736321,0.124586448,-0.09660852,0.007319692,0.146848872,-0.207037941,0.092709094,0.110035613,-0.060087308,-0.046021976,-0.127255023,0.11551787,0.184383482,-0.133380026,-0.113994278,0.097321585,-0.092959024,-0.088069096,0.092484094,-0.162916645,-0.259015322,-0.273061991,0.126101598,0.422619402,0.212410271,-0.232641235,-0.068025053,-0.091214955,0.067144103,0.090326995,0.065683231,-0.083478585,-0.044245869,-0.080255091,0.075006545,0.177765325,0.031513818,-0.099958263,0.336036384,0.055783391,0.097229518,0.045146637,0.04673247,-0.045833327,-0.033969954,-0.193480507,-0.012037966,-0.013478096,-0.077664182,-0.020677976,0.092293695,-0.166663945,0.183457851,-0.009197542,-0.03449329,-0.011707044,-0.014434809,-0.176820904,0.011653107,0.113148749,-0.308235139,0.126971632,0.146223038,0.077385388,0.16218935,0.062009063,0.069712833,-0.020476116,-0.119125031,-0.114887498,-0.043015756,0.145633563,0.048925333,-0.005432783,-0.014014948,0
-0.192626208,0.098876461,0.061516337,-0.134916365,-0.098423705,0.060830314,0.000997055,-0.073625132,0.230982274,-0.04094201,0.221172184,-0.01052155,-0.368916243,-0.033804502,-0.020794526,0.162661612,-0.148362473,-0.126362741,-0.058261909,0.02440149,0.044926871,-0.014241446,0.049998049,0.069910109,-0.175888002,-0.404579222,-0.107533306,-0.021467887,-0.102888264,-0.105863936,0.060434848,0.094683692,-0.227978498,-0.021605249,-0.026761489,0.089062586,-0.116001688,-0.104953036,0.219806254,0.065326691,-0.189533532,-0.013374699,-0.009219252,0.267180443,0.109058291,-0.047923639,0.028967233,-0.081767224,0.115488559,-0.334531993,0.08727219,0.218858436,0.057479348,0.066391557,0.096801847,-0.077268161,0.056075141,0.249028862,-0.216656581,0.072116971,0.041831687,-0.019718044,-0.028999731,-0.103485256,0.121718466,0.143300161,-0.150893867,-0.094829753,0.113084748,-0.008529802,-0.035092063,0.066547684,-0.161990106,-0.328503251,-0.28765291,0.1340691,0.353473008,0.174055263,-0.192271948,-0.015770324,-0.086681508,-0.041131027,0.001027724,0.032476831,-0.103229076,-0.025913939,-0.080397025,0.089194313,0.181449816,0.034561023,-0.033217732,0.355796754,0.046098083,0.015984694,0.01205247,0.080546431,-0.057299674,-0.010566946,-0.192141593,-0.003530726,0.074602775,-0.085579097,-0.03527949,0.091097265,-0.214081585,0.169861302,0.060291126,-0.03194394,-0.01176513,-0.026365219,-0.189203322,-0.008897912,0.138911366,-0.294557244,0.195559308,0.17740716,0.052963808,0.119478889,0.117295697,-0.001670796,0.019566404,-0.067057833,-0.103944056,-0.052935369,0.18292284,0.038851462,0.012643171,0.019399503,0
-0.158948705,0.107467405,-0.009185057,-0.035225231,-0.137250543,0.055420984,-0.018123569,-0.117991641,0.175753549,-0.130024001,0.19496876,-0.012871362,-0.318522036,-0.007701755,0.019871902,0.170499831,-0.113753274,-0.183712289,-0.052831952,-0.041234896,0.025431417,0.00888514,0.07664223,0.086070694,-0.162607744,-0.397982419,-0.113007195,-0.019290585,-0.061866146,-0.047698487,0.003758533,0.088703535,-0.191997916,0.044074997,0.030788686,0.148826018,-0.091508888,-0.09681768,0.178643152,0.048134793,-0.212041169,-0.032402202,-0.004738718,0.300783902,0.15160051,-0.021300837,0.067789942,-0.069092408,0.093598261,-0.347065687,0.104847036,0.162900269,0.075569674,0.043100324,-0.010481657,-0.117831811,-0.005630624,0.194713831,-0.17074132,0.054694783,0.119454473,-0.07657899,-0.06417568,-0.121462427,0.194851652,0.204070032,-0.185239568,-0.133474052,0.105550908,-0.154029548,-0.032090556,0.098374948,-0.15903303,-0.310178667,-0.263648808,0.101963989,0.458527744,0.206992909,-0.099840403,-0.076027058,-0.07054317,0.059430096,0.011447668,0.091865003,-0.075075746,-0.060722701,-0.135799661,0.104112133,0.264230639,-0.03297976,-0.088650845,0.292626381,0.03444846,0.055424713,-0.02600072,0.119741075,-0.036122568,-0.022402385,-0.127522945,0.019973407,-0.043930609,-0.078516163,-0.031042784,0.090044275,-0.166229352,0.210261822,-0.022985276,-0.000729507,0.000387018,-0.012458829,-0.151560649,-0.036255904,0.113820001,-0.282482088,0.116785847,0.20527859,0.085869685,0.189088851,0.070861496,0.082712308,0.02150739,-0.091326326,-0.181921035,-0.064242497,0.099156171,0.023950426,0.002142672,0.018373143,0
